sanskrit,hindi
पाण्डुराभिः प्रतोलीभिरुच्चाभिरभिसंवृताम्। अट्टालकशताकीर्णां पताकाध्वजशोभिताम्॥१७॥,श्वेत रंग की ऊँची-ऊँची सड़कें उस पुरी को सब ओर से घेरे हुए थीं। सैकड़ों अट्टालिकाएँ वहाँ शोभा पा रही थीं तथा फहराती हुई ध्वजा-पताकाएँ उस नगरी की शोभा बढ़ा रही थीं॥ १७॥
तोरणैः काञ्चनैर्दिव्यैर्लतापङ्क्तिविराजितैः। ददर्श हनुमाँल्लंकां देवो देवपुरीमिव॥१८॥,"उसके बाहरी फाटक सोने के बने हुए थे और उनकी दीवारें लता-बेलों के चित्रसे सुशोभित थीं। हनुमान जी ने उन फाटकों से सुशोभित लंका को उसी प्रकार देखा, जैसे कोई देवता देवपुरी का निरीक्षण कर रहा हो॥ १८॥"
गिरिमूर्ध्नि स्थितां लंकां पाण्डुरैर्भवनैः शुभैः। ददर्श स कपिः श्रीमान् पुरीमाकाशगामिव॥१९॥,"तेजस्वी कपि हनुमान् ने सुन्दर शुभ्र सदनों से सुशोभित और पर्वत के शिखर पर स्थित लंका को इस तरह देखा, मानो वह आकाश में विचरने वाली नगरी हो॥ १९॥"
पालितां राक्षसेन्द्रेण निर्मितां विश्वकर्मणा। प्लवमानामिवाकाशे ददर्श हनुमान् कपिः॥२०॥,कपिवर हनुमान् ने विश्वकर्मा द्वारा निर्मित तथा राक्षसराज रावण द्वारा सुरक्षित उस पुरी को आकाश में तैरती-सी देखा॥ २०॥
वप्रप्राकारजघनां विपुलाम्बुवनाम्बराम्। शतघ्नीशूलकेशान्तामट्टालकावतंसकाम्॥२१॥ मनसेव कृतां लंकां निर्मितां विश्वकर्मणा।,"विश्वकर्मा की बनायी हुई लंका मानो उनके मानसिक संकल्प से रची गयी एक सुन्दरी स्त्री थी। चहारदीवारी और उसके भीतर की वेदी उसकी जघनस्थली जान पड़ती थीं, समुद्र का विशाल जलराशि और वन उसके वस्त्र थे, शतघ्नी और शूल नामक अस्त्र ही उसके केश थे और बड़ी-बड़ी अट्टालिकाएँ उसके लिये कर्णभूषण-सी प्रतीत हो रही थीं॥ २१ १/२॥"
द्वारमुत्तरमासाद्य चिन्तयामास वानरः॥२२॥ कैलासनिलयप्रख्यमालिखन्तमिवाम्बरम्। ध्रियमाणमिवाकाशमुच्छ्रितैर्भवनोत्तमैः॥ २३॥,उस पुरी के उत्तर द्वार पर पहुँचकर वानरवीर हनुमान जी चिन्ता में पड़ गये। वह द्वार कैलास पर्वत पर बसी हुई अलकापुरी के बहिर्द्वार के समान ऊँचा था और आकाश में रेखा-सी खींचता जान पड़ता था। ऐसा जान पड़ता था मानो अपने ऊँचे ऊँचे प्रासादों पर आकाश को उठा रखा है॥ २२-२३॥
सम्पूर्णा राक्षसैोरै गैर्भोगवतीमिव। अचिन्त्यां सुकृतां स्पष्टां कुबेराध्युषितां पुरा॥२४॥ दंष्ट्राभिर्बहुभिः शूरैः शूलपट्टिशपाणिभिः। रक्षितां राक्षसैोरैर्गुहामाशीविषैरिव॥२५॥,"लंकापुरी भयानक राक्षसों से उसी तरह भरी थी, जैसे पाताल की भोगवतीपुरी नागों से भरी रहती है। उसकी निर्माणकला अचिन्त्य थी। उसकी रचना सुन्दर ढंग से की गयी थी। वह हनुमान जी को स्पष्ट दिखायी देती थी। पूर्वकाल में साक्षात् कुबेर वहाँ निवास करते थे। हाथों में शूल और पट्टिश लिये बड़ी-बड़ी दाढोंवाले बहुत-से शूरवीर घोर राक्षस लंकापुरी की उसी प्रकार रक्षा करते थे, जैसे विषधर सर्प अपनी पुरी की करते हैं ॥ २४-२५ ॥"
तस्याश्च महतीं गुप्तिं सागरं च निरीक्ष्य सः। रावणं च रिपुं घोरं चिन्तयामास वानरः॥२६॥,"उस नगर की बड़ी भारी चौकसी, उसके चारों ओर समुद्र की खाईं तथा रावण-जैसे भयंकर शत्रु को देखकर हनुमान जी इस प्रकार विचारने लगे—॥ २६॥"
आगत्यापीह हरयो भविष्यन्ति निरर्थकाः। नहि युद्धेन वै लंका शक्या जेतुं सुरैरपि॥२७॥,‘यदि वानर यहाँ तक आ जायँ तो भी वे व्यर्थ ही सिद्ध होंगे; क्योंकि युद्ध के द्वारा देवता भी लंका पर विजय नहीं पा सकते॥२७॥
इमां त्वविषमां लंकां दुर्गा रावणपालिताम्। प्राप्यापि सुमहाबाहः किं करिष्यति राघवः॥२८॥,"‘जिससे बढ़कर विषम (संकटपूर्ण) स्थान और कोई नहीं है, उस रावणपालित इस दुर्गम लंका में आकर महाबाहु श्रीरघुनाथजी भी क्या करेंगे? ॥ २८॥"
अवकाशो न साम्नस्तु राक्षसेष्वभिगम्यते। न दानस्य न भेदस्य नैव युद्धस्य दृश्यते॥२९॥,"‘राक्षसों पर सामनीति के प्रयोग के लिये तो कोई गुंजाइश ही नहीं है। इन पर दान,भेद और युद्ध (दण्ड) नीति का प्रयोग भी सफल होता नहीं दिखायी देता॥ २९॥"
चतुर्णामेव हि गतिर्वानराणां तरस्विनाम्। वालिपुत्रस्य नीलस्य मम राज्ञश्च धीमतः॥३०॥,"‘यहाँ चार ही वेगशाली वानरों की पहुँच हो सकती है—बालिपुत्र अंगद की, नील की, मेरी और बुद्धिमान् राजा सुग्रीव की॥३०॥"
यावज्जानामि वैदेहीं यदि जीवति वा न वा। तत्रैव चिन्तयिष्यामि दृष्ट्वा तां जनकात्मजाम्॥३१॥,"‘अच्छा, पहले यह तो पता लगाऊँ कि विदेहकुमारी सीता जीवित हैं या नहीं।जनककिशोरी का दर्शन करनेके पश्चात् ही मैं इस विषय में कोई विचार करूँगा’ ॥ ३१॥"
ततः स चिन्तयामास मुहूर्तं कपिकुञ्जरः। गिरेः शृङ्गे स्थितस्तस्मिन् रामस्याभ्युदयं ततः॥३२॥,तदनन्तर उस पर्वत-शिखर पर खड़े हुए कपिश्रेष्ठ हनुमान् जी श्रीरामचन्द्रजी के अभ्युदय के लिये सीताजी का पता लगाने के उपाय पर दो घड़ी तक विचार करते रहे।
अनेन रूपेण मया न शक्या रक्षसां पुरी। प्रवेष्टुं राक्षसैर्गुप्ता क्रूरैर्बलसमन्वितैः॥३३॥,उन्होंने सोचा—’मैं इस रूप से राक्षसों की इस नगरी में प्रवेश नहीं कर सकता; क्योंकि बहुत-से क्रूर और बलवान् राक्षस इसकी रक्षा कर रहे हैं॥३३॥
महौजसो महावीर्या बलवन्तश्च राक्षसाः। वञ्चनीया मया सर्वे जानकी परिमार्गता॥३४॥,"‘जानकी की खोज करते समय मुझे अपने को छिपाने के लिये यहाँ के सभी महातेजस्वी, महापराक्रमी और बलवान् राक्षसों से आँख बचानी होगी॥ ३४ ॥"
लक्ष्यालक्ष्येण रूपेण रात्रौ लंकापुरी मया। प्राप्तकालं प्रवेष्टुं मे कृत्यं साधयितुं महत्॥३५॥,"‘अतः मुझे रात्रि के समय ही नगर में प्रवेश करना चाहिये और सीता का अन्वेषण रूप यह महान् समयोचित कार्य सिद्ध करने के लिये ऐसे रूप का आश्रय लेना चाहिये, जो आँख से देखा न जा सके केवल कार्य से यह अनुमान हो कि कोई आया था’। ३५॥"
तां पुरी तादृशीं दृष्ट्वा दुरा हनूमांश्चिन्तयामास विनिःश्वस्य मुहुर्मुहुः॥३६॥,देवताओं और असुरों के लिये भी दुर्जय वैसी लंकापुरी को देखकर हनुमान जी बारम्बार लम्बी साँस खींचते हुए यों विचार करने लगे— ॥३६॥
केनोपायेन पश्येयं मैथिली जनकात्मजाम्। अदृष्टो राक्षसेन्द्रेण रावणेन दुरात्मना॥ ३७॥,"‘किस उपाय से काम लूँ, जिससे दुरात्मा राक्षसराज रावण की दृष्टि से ओझल रहकर मैं मिथिलेशनन्दिनी जनक-किशोरी सीता का दर्शन प्राप्त कर सकूँ॥ ३७॥"
न विनश्येत् कथं कार्यं रामस्य विदितात्मनः। एकामेकस्तु पश्येयं रहिते जनकात्मजाम्॥३८॥,"‘किस रीति से कार्य किया जाय, जिससे जगद्विख्यात श्रीरामचन्द्रजी का काम भी न बिगड़े और मैं एकान्त में अकेली जानकीजी से भेंट भी कर लूँ॥ ३८॥"
भूताश्चार्था विनश्यन्ति देशकालविरोधिताः। विक्लवं दूतमासाद्य तमः सूर्योदये यथा॥३९॥,"‘कई बार कातर अथवा अविवेकपूर्ण कार्य करने वाले दूत के हाथ में पड़कर देश और काल के विपरीत व्यवहार होने के कारण बने-बनाये काम भी उसी तरह बिगड़ जाते हैं, जैसे सूर्योदय होने पर अन्धकार नष्ट हो जाता है॥ ३९॥"
अर्थानान्तरे बुद्धिनिश्चितापि न शोभते। घातयन्तीह कार्याणि दूताः पण्डितमानिनः॥४०॥,‘राजा और मन्त्रियों के द्वारा निश्चित किया हुआ कर्तव्याकर्तव्यविषयक विचार भी किसी अविवेकी दूत का आश्रय लेने से शोभा (सफलता) नहीं पाता है। अपनेको पण्डित मानने वाले अविवेकी दूत सारा काम ही चौपट कर देते हैं॥ ४०॥
न विनश्येत् कथं कार्यं वैक्लव्यं न कथं भवेत्। लङ्घनं च समुद्रस्य कथं नु न भवेद् वृथा॥४१॥,‘अच्छा तो किस उपाय का अवलम्बन करने से स्वामी का कार्य नहीं बिगड़ेगा; मुझे घबराहट या अविवेक नहीं होगा और मेरा यह समुद्र का लाँघना भी व्यर्थ नहीं होने पायेगा॥४१॥
मयि दृष्टे तु रक्षोभी रामस्य विदितात्मनः। भवेद् व्यर्थमिदं कार्यं रावणानर्थमिच्छतः॥४२॥,‘यदि राक्षसों ने मुझे देख लिया तो रावण का अनर्थ चाहने वाले उन विख्यातनामा भगवान् श्रीराम का यह कार्य सफल न हो सकेगा॥४२॥
नहि शक्यं क्वचित् स्थातुमविज्ञातेन राक्षसैः। अपि राक्षसरूपेण किमुतान्येन केनचित्॥४३॥,"‘यहाँ दूसरे किसी रूप की तो बात ही क्या है, राक्षस का रूप धारण करके भी राक्षसों से अज्ञात रहकर कहीं ठहरना असम्भव है॥४३॥"
वायुरप्यत्र नाज्ञातश्चरेदिति मतिर्मम। नह्यत्राविदितं किंचिद् रक्षसां भीमकर्मणाम्॥४४॥,"‘मेरा तो ऐसा विश्वास है कि राक्षसों से छिपे रहकर वायुदेव भी इस पुरी में विचरण नहीं कर सकते। यहाँ कोई भी ऐसा स्थान नहीं है, जो इन भयंकर कर्म करने वाले राक्षसों को ज्ञात न हो॥४४॥"
इहाहं यदि तिष्ठामि स्वेन रूपेण संवृतः। विनाशमुपयास्यामि भर्तुरर्थश्च हास्यति॥४५॥,‘यदि यहाँ मैं अपने इस रूप से छिपकर भी रहँगा तो मारा जाऊँगा और मेरे स्वामी के कार्य में भी हानि पहुँचेगी॥४५॥
तदहं स्वेन रूपेण रजन्यां ह्रस्वतां गतः। लंकामभिपतिष्यामि राघवस्यार्थसिद्धये ॥४६॥,‘अतः मैं श्रीरघुनाथजी का कार्य सिद्ध करने के लिये रात में अपने इसी रूप से छोटा-सा शरीर धारण करके लंका में प्रवेश करूँगा॥ ४६॥
रावणस्य पुरी रात्रौ प्रविश्य सुदुरासदाम्। प्रविश्य भवनं सर्वं द्रक्ष्यामि जनकात्मजाम्॥४७॥,‘यद्यपि रावण की इस पुरी में जाना बहुत ही कठिन है तथापि रात को इसके भीतर प्रवेश करके सभी घरों में घुसकर मैं जानकीजी की खोज करूँगा’॥ ४७॥
इति निश्चित्य हनुमान् सूर्यस्यास्तमयं कपिः। आचकाले तदा वीरो वैदेह्या दर्शनोत्सुकः॥४८॥,ऐसा निश्चय करके वीर वानर हनुमान् विदेहनन्दिनी के दर्शन के लिये उत्सुक हो उस समय सूर्यास्त की प्रतीक्षा करने लगे॥४८॥
सूर्ये चास्तं गते रात्रौ देहं संक्षिप्य मारुतिः। वृषदंशकमात्रोऽथ बभूवाद्भुतदर्शनः॥४९॥,सूर्यास्त हो जाने पर रात के समय उन पवनकुमार ने अपने शरीर को छोटा बना लिया। वे बिल्ली के बराबर होकर अत्यन्त अद्भुत दिखायी देने लगे॥ ४९॥
प्रदोषकाले हनुमांस्तूर्णमुत्पत्य वीर्यवान्। प्रविवेश पुरी रम्यां प्रविभक्तमहापथाम्॥५०॥,प्रदोषकाल में पराक्रमी हनुमान् तुरंत ही उछलकर उस रमणीय पुरी में घुस गये। वह नगरी पृथक्-पृथक् बने हुए चौड़े और विशाल राजमार्गों से सुशोभित थी॥ ५०॥
प्रासादमालाविततां स्तम्भैः काञ्चनसंनिभैः। शातकुम्भनिभैर्जालैर्गन्धर्वनगरोपमाम्॥५१॥,उसमें प्रासादों की लंबी पंक्तियाँ दूरतक फैली हुई थीं। सुनहरे रंग के खम्भों और सोने की जालियों से विभूषित वह नगरी गन्धर्वनगर के समान रमणीय प्रतीत होती थी॥५१॥
सप्तभौमाष्टभौमैश्च स ददर्श महापुरीम्। तलैः स्फटिकसंकीर्णैः कार्तस्वरविभूषितैः॥५२॥ वैदूर्यमणिचित्रैश्च मुक्ताजालविभूषितैः। तैस्तैः शुशुभिरे तानि भवनान्यत्र रक्षसाम्॥५३॥,"हनुमान जी ने उस विशाल पुरी को सतमहले, अठमहले मकानों और सुवर्णजटित स्फटिक मणि की फर्शों से सुशोभित देखा। उनमें वैदूर्य (नीलम) भी जड़े गये थे, जिससे उनकी विचित्र शोभा होती थी। मोतियों की जालियाँ भी उन महलों की शोभा बढ़ाती थीं। उन सबके कारण राक्षसों के वे भवन बड़ी सुन्दर शोभा से सम्पन्न हो रहे थे॥ ५२-५३॥"
काञ्चनानि विचित्राणि तोरणानि च रक्षसाम्। लंकामुद्योतयामासुः सर्वतः समलंकृताम्॥५४॥,सोने के बने हुए विचित्र फाटक सब ओर से सजी हुई राक्षसों की उस लंका को और भी उद्दीप्त कर रहे थे॥५४॥
अचिन्त्यामद्भुताकारां दृष्ट्वा लंकां महाकपिः। आसीद् विषण्णो हृष्टश्च वैदेह्या दर्शनोत्सुकः॥,"ऐसी अचिन्त्य और अद्भुत आकारवाली लंका को देखकर महाकपि हनुमान् विषाद में पड़ गये; परंतु जानकीजी के दर्शन के लिये उनके मन में बड़ी उत्कण्ठा थी, इसलिये उनका हर्ष और उत्साह भी कम नहीं हुआ॥ ५५॥"
स पाण्डुराविद्धविमानमालिनी महार्हजाम्बूनदजालतोरणाम्। यशस्विनीं रावणबाहुपालितां क्षपाचरैर्भीमबलैः सुपालिताम्॥५६॥,परस्पर सटे हुए श्वेतवर्ण के सतमंजिले महलों की पंक्तियाँ लंकापुरी की शोभा बढ़ा रही थीं। बहुमूल्यजाम्बूनद नामक सुवर्ण की जालियों और वन्दनवारों से वहाँ के घरों को सजाया गया था। भयंकर बलशाली निशाचर उस पुरी की अच्छी तरह रक्षा करते थे। रावण के बाहुबल से भी वह सुरक्षित थी। उसके यश की ख्याति सुदूर तक फैली हुई थी। ऐसी लंकापुरी में हनुमान जी ने प्रवेश किया॥
चन्द्रोऽपि साचिव्यमिवास्य कुर्वंस्तारागणैर्मध्यगतो विराजन्। ज्योत्स्नावितानेन वितत्य लोका नुत्तिष्ठतेऽनेकसहस्ररश्मिः ॥५७॥,उस समय तारागणों के साथ उनके बीच में विराजमान अनेक सहस्र किरणोंवाले चन्द्रदेव भी हनुमान जी की सहायता-सी करते हुए समस्त लोकों पर अपनी चाँदनी का चंदोवा-सा तानकर उदित हो गये॥ ५७॥
शङ्खप्रभं क्षीरमृणालवर्णमुद्गच्छमानं व्यवभासमानम्। ददर्श चन्द्रं स कपिप्रवीरः पोप्लूयमानं सरसीव हंसम्॥५८॥,"वानरों के प्रमुख वीर श्रीहनुमान जी ने शङ्ख की-सी कान्ति तथा दूध और मृणाल के-से वर्णवाले चन्द्रमा को आकाश में इस प्रकार उदित एवं प्रकाशित होते देखा, मानो किसी सरोवर में कोई हंस तैर रहा हो॥ ५८॥"
इत्याचे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये सुन्दरकाण्डे द्वितीयः सर्गः॥२॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के सुन्दरकाण्ड में दूसरा सर्ग पूरा हुआ॥२॥,  </main>
Sarga Chapter- 26,Sarga Chapter- 26
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण सुन्दरकाण्डम् षड्विंशः सर्गः (26),(सीता का करुण-विलाप तथा अपने प्राणों को त्याग देने का निश्चय करना)
प्रसक्ताश्रुमुखी त्वेवं ब्रुवती जनकात्मजा। अधोगतमुखी बाला विलप्तुमुपचक्रमे ॥१॥ उन्मत्तेव प्रमत्तेव भ्रान्तचित्तेव शोचती। उपावृत्ता किशोरीव विचेष्टन्ती महीतले॥२॥,"जनकनन्दिनी सीता के मुख पर आँसुओं की धारा बह रही थी। उन्होंने अपना मुख नीचे की ओर झुका लिया था। वे उपर्युक्त बातें कहती हुई ऐसी जान पड़ती थीं मानो उन्मत्त हो गयी हों उन पर भूत सवार हो गया हो अथवा पित्त बढ़ जाने से पागलों का-सा प्रलाप कर रही हों अथवा दिग्भ्रम आदि के कारण, उनका चित्त भ्रान्त हो गया हो। वे शोकमग्न हो धरती पर लोटती हुई बछेड़ी के समान पड़ी-पड़ी छटपटा रही थीं। उसी अवस्था में सरलहृदया सीता ने इस प्रकार विलाप करना आरम्भ किया— ॥ १-२॥"
राघवस्य प्रमत्तस्य रक्षसा कामरूपिणा। रावणेन प्रमथ्याहमानीता क्रोशती बलात्॥३॥,"‘हाय! इच्छानुसार रूप धारण करने वाले राक्षस मारीच के द्वारा जब रघुनाथजी दूर हटा दिये गये और मेरी ओर से असावधान हो गये, उस अवस्था में रावण मुझ रोती, चिल्लाती हुई अबला को बलपूर्वक उठाकर यहाँ ले आया॥३॥"
राक्षसीवशमापन्ना भय॑माना च दारुणम्। चिन्तयन्ती सुदुःखार्ता नाहं जीवितुमुत्सहे॥४॥,‘अब मैं राक्षसियों के वश में पड़ी हूँ और इनकी कठोर धमकियाँ सुनती एवं सहती हूँ। ऐसी दशा में अत्यन्त दुःख से आर्त एवं चिन्तित होकर मैं जीवित नहीं रह सकती॥ ४॥
नहि मे जीवितेनार्थो नैवार्थैर्न च भूषणैः। वसन्त्या राक्षसीमध्ये विना रामं महारथम्॥५॥,"‘महारथी श्रीराम के बिना राक्षसियों के बीच में रहकर मुझे न तो जीवन से कोई प्रयोजन है, न धनकी आवश्यकता है और न आभूषणों से ही कोई काम है॥"
अश्मसारमिदं नूनमथवाप्यजरामरम्। हृदयं मम येनेदं न दुःखेन विशीर्यते॥६॥,"अवश्य ही मेरा यह हृदय लोहे का बना हुआ है अथवा अजर-अमर है, जिससे इस महान् दुःख में पड़कर भी यह फटता नहीं है॥६॥"
धिनामनार्यामसती याहं तेन विना कृता। मुहूर्तमपि जीवामि जीवितं पापजीविका॥७॥,"‘मैं बड़ी ही अनार्य और असती हूँ, मुझे धिक्कार है, जो उनसे अलग होकर मैं एक मुहूर्त भी इस पापी जीवन को धारण किये हूँ। अब तो यह जीवन केवल दुःख देने के लिये ही है॥७॥"
चरणेनापि सव्येन न स्पृशेयं निशाचरम्। रावणं किं पुनरहं कामयेयं विगर्हितम्॥८॥,"‘उस लोकनिन्दित निशाचर रावण को तो मैं बायें पैर से भी नहीं छू सकती, फिर उसे चाहने की तो बात ही क्या है ? ॥ ८॥"
प्रत्याख्यानं न जानाति नात्मानं नात्मनः कुलम्। यो नृशंसस्वभावेन मां प्रार्थयितुमिच्छति॥९॥,"‘यह राक्षस अपने क्रूर स्वभाव के कारण न तो मेरे इनकार पर ध्यान देता है, न अपने महत्त्व को समझता है और न अपने कुल की प्रतिष्ठा का ही विचार करता है। बारम्बार मुझे प्राप्त करने की ही इच्छा करता है। ९॥"
छिन्ना भिन्ना प्रभिन्ना वा दीप्ता वाग्नौ प्रदीपिता। रावणं नोपतिष्ठेयं किं प्रलापेन वश्चिरम्॥१०॥,"‘राक्षसियो! तुम्हारे देर तक बकवाद करने से क्या लाभ? तुम मुझे छेदो, चीरो, टुकड़े-टुकड़े कर डालो, आग में सेंक दो अथवा सर्वथा जलाकर भस्म कर डालो तो भी मैं रावण के पास नहीं फटक सकती॥ १०॥"
ख्यातः प्राज्ञः कृतज्ञश्च सानुक्रोशश्च राघवः। सवृत्तो निरनुक्रोशः शङ्के मद्भाग्यसंक्षयात्॥११॥,"‘श्रीरघुनाथजी विश्वविख्यात ज्ञानी, कृतज्ञ, सदाचारी और परम दयालु हैं तथापि मुझे संदेह हो रहा है कि कहीं वे मेरे भाग्य के नष्ट हो जानेसे मेरे प्रति निर्दय तो नहीं हो गये? ॥ ११ ॥"
