sanskrit,hindi
सुप्तायास्ते गमिष्यन्ति नव वर्षाणि पञ्च च। समग्रमिह सम्प्राप्तं मां द्रक्ष्यसि सुहृद्वृतम्॥ ३५॥,"‘ये चौदह वर्ष तो तुम्हारे सोते-सोते निकल जायेंगे, फिर एक दिन देखोगी कि मैं अपने सुहृदों से घिरा हुआ सीता और लक्ष्मण के साथ सम्पूर्ण रूप से यहाँ आ पहुँचा हूँ’॥ ३५॥"
एतावदभिनीतार्थमुक्त्वा स जननीं वचः। त्रयः शतशतार्धा हि ददर्शावेक्ष्य मातरः॥३६॥ ताश्चापि स तथैवार्ता मातृर्दशरथात्मजः। धर्मयुक्तमिदं वाक्यं निजगाद कृताञ्जलिः॥ ३७॥,माता से इस प्रकार अपना निश्चित अभिप्राय बताकर दशरथनन्दन श्रीराम ने अपनी अन्य साढ़े तीन सौ माताओं की ओर दृष्टिपात किया और उनको भी कौसल्या की ही भाँति शोकाकुल पाया। तब उन्होंने हाथ जोड़कर उन सबसे यह धर्मयुक्त बात कही—॥ ३६-३७॥
संवासात् परुषं किंचिदज्ञानादपि यत् कृतम्। तन्मे समुपजानीत सर्वाश्चामन्त्रयामि वः॥ ३८॥,"‘माताओ! सदा एक साथ रहने के कारण मैंने जो कुछ कठोर वचन कह दिये हों अथवा अनजान में भी मुझसे जो अपराध बन गये हों, उनके लिये आप मुझे क्षमा कर दें। मैं आप सब माताओं से विदा माँगता हूँ’॥ ३८॥"
वचनं राघवस्यैतद् धर्मयुक्तं समाहितम्। शुश्रुवुस्ताः स्त्रियः सर्वाः शोकोपहतचेतसः॥ ३९॥,"राजा दशरथ की उन सभी स्त्रियों ने श्रीरघुनाथजी का यह समाधानकारी धर्मयुक्त वचन सुना, सुनकर उन सबका चित्त शोक से व्याकुल हो गया॥ ३९ ॥"
जज्ञोऽथ तासां संनादः क्रौञ्चीनामिव निःस्वनः। मानवेन्द्रस्य भार्याणामेवं वदति राघवे॥४०॥,श्रीरामके ऐसी बात कहते समय महाराज दशरथकी रानियाँ कुररियोंके समान विलाप करनेलगीं उनका वह आर्तनाद उस राजभवनमें सब ओर गूंज उठा॥ ४०॥
मुरजपणवमेघघोषवद् दशरथवेश्म बभूव यत् पुरा। विलपितपरिदेवनाकुलं व्यसनगतं तदभूत् सुदुःखितम्॥४१॥,"राजा दशरथ का जो भवन पहले मुरज, पणव और मेघ आदि वाद्यों के गम्भीर घोष से गूंजता रहता था, वही विलाप और रोदन से व्याप्त हो संकट में पड़कर अत्यन्त दुःखमय प्रतीत होने लगा॥४१॥"
इत्याचे श्रीमद्रामायणे वाल्मीकीये आदिकाव्येऽयोध्याकाण्डे एकोनचत्वारिंशः सर्गः॥३९॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के अयोध्याकाण्ड में उनतालीसवाँ सर्ग पूरा हुआ॥ ३९॥,  </main>
Sarga Chapter- 62,Sarga Chapter- 62
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण अयोध्याकाण्डम् द्विषष्टितमः सर्गः (सर्ग 62),दुःखी हुए राजा दशरथ का कौसल्या को हाथ जोड़कर मनाना और कौसल्या का उनके चरणों में पड़कर क्षमा माँगना
एवं तु क्रुद्धया राजा राममात्रा सशोकया। श्रावितः परुषं वाक्यं चिन्तयामास दुःखितः॥,"शोकमग्न हो कुपित हुई श्रीराम माता कौसल्या ने जब राजा दशरथ को इस प्रकार कठोर वचन सुनाया, तब वे दुःखित होकर बड़ी चिन्ता में पड़ गये॥१॥"
चिन्तयित्वा स च नृपो मोहव्याकुलितेन्द्रियः। अथ दीर्पण कालेन संज्ञामाप परंतपः॥२॥,चिन्तित होने के कारण राजा की सारी इन्द्रियाँ मोह से आच्छन्न हो गयीं। तदनन्तर दीर्घकाल के पश्चात् शत्रुओं को संताप देने वाले राजा दशरथ को चेत हुआ।२॥
स संज्ञामुपलभ्यैव दीर्घमुष्णं च निःश्वसन्। कौसल्या पार्श्वतो दृष्ट्वा ततश्चिन्तामुपागमत्॥ ३॥,होश में आने पर उन्होंने गरम-गरम लंबी साँस ली और कौसल्या को बगल में बैठी हुई देख वे फिर चिन्ता में पड़ गये॥३॥
तस्य चिन्तयमानस्य प्रत्यभात् कर्म दुष्कृतम्। यदनेन कृतं पूर्वमज्ञानाच्छब्दवेधिना॥४॥,"चिन्ता में पड़े-पड़े ही उन्हें अपने एक दुष्कर्म का स्मरण हो आया, जो इन शब्दवेधी बाण चलाने वाले नरेश के द्वारा पहले अनजान में बन गया था॥४॥"
अमनास्तेन शोकेन रामशोकेन च प्रभुः। द्वाभ्यामपि महाराजः शोकाभ्यामभितप्यते॥५॥,उस शोक से तथा श्रीराम के शोक से भी राजा के मन में बड़ी वेदना हुई। उन दोनों ही शोकों से महाराज संतप्त होने लगे॥५॥
दह्यमानस्तु शोकाभ्यां कौसल्यामाह दुःखितः। वेपमानोऽञ्जलिं कृत्वा प्रसादार्थमवाङ्मुखः॥६॥,उन दोनों शोकों से दग्ध होते हुए दुःखी राजा दशरथ नीचे मुँह किये थर-थर काँपने लगे और कौसल्या को मनाने के लिये हाथ जोड़कर बोले-॥
प्रसादये त्वां कौसल्ये रचितोऽयं मयाञ्जलिः। वत्सला चानृशंसा च त्वं हि नित्यं परेष्वपि॥७॥,"‘कौसल्ये! मैं तुमसे निहोरा करता हूँ, तुम प्रसन्न हो जाओ। देखो, मैंने ये दोनों हाथ जोड़ लिये हैं। तुम तो दूसरों पर भी सदा वात्सल्य और दया दिखानेवाली हो (फिर मेरे प्रति क्यों कठोर हो गयी?)॥७॥"
भर्ता तु खलु नारीणां गुणवान् निर्गुणोऽपि वा। धर्मं विमृशमानानां प्रत्यक्षं देवि दैवतम्॥८॥,"‘देवि! पति गुणवान् हो या गुणहीन, धर्मका विचार करने वाली सती नारियों के लिये वह प्रत्यक्ष देवता है॥"
सा त्वं धर्मपरा नित्यं दृष्टलोकपरावरा। नाहसे विप्रियं वक्तुं दुःखितापि सुदुःखितम्॥९॥,"‘तुम तो सदा धर्म में तत्पर रहनेवाली और लोक में भले-बुरे को समझने वाली हो। यद्यपि तुम भी दुःखित हो तथापि मैं भी महान् दुःख में पड़ा हुआ हूँ, अतः तुम्हें मुझसे कठोर वचन नहीं कहना चाहिये’ ॥९॥"
तद् वाक्यं करुणं राज्ञः श्रुत्वा दीनस्य भाषितम्। कौसल्या व्यसृजद् बाष्पं प्रणालीव नवोदकम्॥ १०॥,"दुःखी हुए राजा दशरथ के मुख से कहे गये उस करुणाजनक वचन को सुनकर कौसल्या अपने नेत्रों सेआँसू बहाने लगीं, मानो छत की नाली से नूतन (वर्षा का) जल गिर रहा हो॥ १०॥"
सा मूर्ध्नि बद्ध्वा रुदती राज्ञः पद्ममिवाञ्जलिम्। सम्भ्रमादब्रवीत् त्रस्ता त्वरमाणाक्षरं वचः॥११॥,वे अधर्म के भय से रो पड़ी और राजा के जुड़े हुए कमलसदृश हाथों को अपने सिर से सटाकर घबराहट के कारण शीघ्रतापूर्वक एक-एक अक्षर का उच्चारण करती हुई बोलीं- ॥११॥
प्रसीद शिरसा याचे भूमौ निपतितास्मि ते। याचितास्मि हता देव क्षन्तव्याहं नहि त्वया॥ १२॥,"‘देव! मैं आपके सामने पृथ्वी पर पड़ी हूँ। आपके चरणों में मस्तक रखकर याचना करती हूँ, आप प्रसन्न हों। यदि आपने उलटे मुझसे ही याचना की, तब तो मैं मारी गयी। मुझसे अपराध हुआ हो तो भी मैं आपसे क्षमा पाने के योग्य हूँ, प्रहार पाने के नहीं॥ १२॥"
नैषा हि सा स्त्री भवति श्लाघनीयेन धीमता। उभयोर्लोकयोलॊके पत्या या सम्प्रसाद्यते॥१३॥,"‘पति अपनी स्त्री के लिये इहलोक और परलोक में भी स्पृहणीय है। इस जगत् में जो स्त्री अपने बुद्धिमान् पति के द्वारा मनायी जाती है, वह कुल-स्त्री कहलाने के योग्य नहीं है॥ १३॥"
जानामि धर्मं धर्मज्ञ त्वां जाने सत्यवादिनम्। पुत्रशोकार्तया तत्तु मया किमपि भाषितम्॥ १४॥,"‘धर्मज्ञ महाराज! मैं स्त्री-धर्म को जानती हूँ और । यह भी जानती हूँ कि आप सत्यवादी हैं। इस समय मैंने जो कुछ भी न कहने योग्य बात कह दी है, वह पुत्रशोक से पीड़ित होने के कारण मेरे मुख से निकल गयी है॥ १४॥"
शोको नाशयते धैर्यं शोको नाशयते श्रुतम्। शोको नाशयते सर्वं नास्ति शोकसमो रिपुः॥ १५॥,‘शोक धैर्य का नाश कर देता है। शोक शास्त्रज्ञान को भी लुप्त कर देता है तथा शोक सब कुछ नष्ट कर देता है; अतः शोक के समान दूसरा कोई शत्रु नहीं है।॥ १५ ॥
शक्यमापतितः सोढुं प्रहारो रिपुहस्ततः। सोढुमापतितः शोकः सुसूक्ष्मोऽपि न शक्यते॥ १६॥,‘शत्रु के हाथ से अपने ऊपर पड़ा हुआ शस्त्रों का प्रहार सह लिया जा सकता है; परंतु दैववश प्राप्त हुआ थोड़ा-सा भी शोक नहीं सहा जा सकता॥ १६ ॥
वनवासाय रामस्य पञ्चरात्रोऽत्र गण्यते। यः शोकहतहर्षायाः पञ्चवर्षोपमो मम॥१७॥,"‘श्रीराम को वन में गये आज पाँच रातें बीत गयीं। मैं यही गिनती रहती हूँ। शोक ने मेरे हर्ष को नष्ट कर दिया है, अतः ये पाँच रात मेरे लिये पाँच वर्षों के समान प्रतीत हुई हैं॥ १७॥"
तं हि चिन्तयमानायाः शोकोऽयं हृदि वर्धते। नदीनामिव वेगेन समुद्रसलिलं महत्॥१८॥,"‘श्रीराम का ही चिन्तन करने के कारण मेरे हृदय का यह शोक बढ़ता जा रहा है, जैसे नदियों के वेग से समुद्र का जल बहुत बढ़ जाता है’ ॥ १८॥"
एवं हि कथयन्त्यास्तु कौसल्यायाः शुभं वचः। मन्दरश्मिरभूत् सूर्यो रजनी चाभ्यवर्तत॥१९॥ अथ प्रह्लादितो वाक्यैर्देव्या कौसल्यया नृपः। शोकेन च समाक्रान्तो निद्राया वशमेयिवान्॥ २०॥,कौसल्या इस प्रकार शुभ वचन कह ही रही थीं कि सूर्य की किरणें मन्द पड़ गयीं और रात्रिकाल आ पहँचा। देवी कौसल्या की इन बातों से राजा को बड़ी प्रसन्नता हुई। साथ ही वे श्रीराम के शोक से भी पीड़ित थे इस हर्ष और शोक की अवस्था में उन्हें नींद आ गयी॥ १९-२०॥
इत्याचे श्रीमद्रामायणे वाल्मीकीये आदिकाव्येऽयोध्याकाण्डे द्विषष्टितमः सर्गः॥६२॥ इस प्रकार श्रीवाल्मीकि निर्मित आपरामायण आदिकाव्य के अयोध्याकाण्ड में बासठवाँ सर्ग पूरा हुआ।६२॥,  </main>
Sarga Chapter- 29,Sarga Chapter- 29
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण अयोध्याकाण्डम् एकोनत्रिंशः सर्गः (सर्ग 29),सीता का श्रीराम के समक्ष उनके साथ अपने वनगमन का औचित्य बताना
एतत् तु वचनं श्रुत्वा सीता रामस्य दुःखिता। प्रसक्ताश्रुमुखी मन्दमिदं वचनमब्रवीत्॥१॥,"श्रीरामचन्द्रजी की यह बात सुनकर सीता को बड़ा दुःख हुआ, उनके मुख पर आँसुओं की धारा बह चली और वे धीरे-धीरे इस प्रकार कहने लगीं- ॥१॥"
ये त्वया कीर्तिता दोषा वने वस्तव्यतां प्रति। गुणानित्येव तान् विद्धि तव स्नेहपुरस्कृता॥२॥,"‘प्राणनाथ! आपने वन में रहने के जो-जो दोष बताये हैं, वे सब आपका स्नेह पाकर मेरे लिये गुणरूप हो जायँगे। इस बात को आप अच्छी तरह समझ लें॥"
मृगाः सिंहा गजाश्चैव शार्दूलाः शरभास्तथा। चमराः सृमराश्चैव ये चान्ये वनचारिणः॥३॥ अदृष्टपूर्वरूपत्वात् सर्वे ते तव राघव। रूपं दृष्ट्वापसपैयुस्तव सर्वे हि बिभ्यति॥४॥,"‘रघुनन्दन! मृग, सिंह, हाथी, शेर, शरभ. चमरी गाय, नीलगाय तथा जो अन्य जंगली जीव हैं, वे सब-के-सब आपका रूप देखकर भाग जायँगे; क्योंकि ऐसा प्रभावशाली स्वरूप उन्होंने पहले कभी नहीं देखा होगा। आपसे तो सभी डरते हैं; फिर वे पशु क्यों नहीं डरेंगे? ॥ ३-४॥"
त्वया च सह गन्तव्यं मया गुरुजनाज्ञया। त्वद्वियोगेन मे राम त्यक्तव्यमिह जीवितम्॥५॥,‘श्रीराम! मुझे गुरुजनों की आज्ञा से निश्चय ही आपके साथ चलना है; क्योंकि आपका वियोग हो जाने पर मैं यहाँ अपने जीवन का परित्याग कर दूँगी॥
नहि मां त्वत्समीपस्थामपि शक्रोऽपि राघव। सुराणामीश्वरः शक्तः प्रधर्षयितुमोजसा॥६॥,‘रघुनाथजी! आपके समीप रहने पर देवताओं के राजा इन्द्र भी बलपूर्वक मेरा तिरस्कार नहीं कर सकते॥६॥
पतिहीना तु या नारी न सा शक्ष्यति जीवितुम्। काममेवंविधं राम त्वया मम निदर्शितम्॥७॥,श्रीराम ! पतिव्रता स्त्री अपने पति से वियोग होने पर जीवित नहीं रह सकेगी; ऐसी बात आपने भी मुझे भलीभाँति दर्शायी है॥७॥
अथापि च महाप्राज्ञ ब्राह्मणानां मया श्रुतम्। पुरा पितृगृहे सत्यं वस्तव्यं किल मे वने॥८॥,"‘महाप्राज्ञ! यद्यपि वन में दोष और दुःख ही भरे हैं, तथापि अपने पिता के घर पर रहते समय मैं ब्राह्मणों के मुख से पहले यह बात सुन चुकी हूँ कि ‘मुझे अवश्य ही वन में रहना पड़ेगा’ यह बात मेरे जीवन में सत्य होकर रहेगी॥८॥"
